Transaction ID,Date,Currency,Sender,Receiver,Amount,Fee,Type,Amount Value,Fee Value,Currency Type From Amount
TX476,12/01/2023,Zentia,Melissa Thornton,Gregory Cortez,339 Zentia,32 Zentia,Purchase,339,32,Zentia
TX477,09/03/2023,Auric,Peter Anderson,Tracy Wilson,986 Auric,50 Auric,Payment,986,50,Auric
TX478,06/05/2023,Lumina,Anthony Brandt,Tamara Walton,765 Lumina,4 Lumina,Purchase,765,4,Lumina
TX479,21/04/2023,Zentia,Steven Stevens,Crystal Campbell,564 Zentia,15 Zentia,Purchase,564,15,Zentia
TX480,17/01/2023,Lumina,David Keith,Wendy Branch,687 Lumina,50 Lumina,Transfer,687,50,Lumina
TX481,18/02/2023,Lumina,Olivia Hernandez,Roy Holt,97 Lumina,2 Lumina,Purchase,97,2,Lumina
TX482,26/04/2023,Zentia,Scott Young,Sandra Martin,354 Zentia,19 Zentia,Payment,354,19,Zentia
TX483,21/04/2023,Lumina,Michael Summers,Timothy Lee,325 Lumina,20 Lumina,Purchase,325,20,Lumina
TX484,10/04/2023,Lumina,Felicia Robinson,Charles Kennedy,380 Lumina,17 Lumina,Purchase,380,17,Lumina
TX485,31/03/2023,Zentia,Melissa Mullins,Brenda Thomas,613 Zentia,13 Zentia,Transfer,613,13,Zentia
TX486,03/06/2023,Auric,Sarah Miller,Jerry Nichols,244 Auric,10 Auric,Payment,244,10,Auric
TX487,11/05/2023,Lumina,Michael Ramirez,Michelle Davis,934 Lumina,10 Lumina,Payment,934,10,Lumina
TX488,03/02/2023,Auric,Mark Velez,Gina Edwards,445 Auric,43 Auric,Purchase,445,43,Auric
TX489,09/02/2023,Lumina,Michael Johnson,Mr. Charles Dawson,175 Lumina,4 Lumina,Payment,175,4,Lumina
TX490,14/05/2023,Zentia,Tiffany Contreras,Krystal Evans,74 Zentia,49 Zentia,Transfer,74,49,Zentia
TX491,27/08/2023,Zentia,Larry Hurley,Paul Ho,7 Zentia,47 Zentia,Payment,7,47,Zentia
TX492,28/03/2023,Electra,Chelsea Holder,Kenneth Little,768 Electra,49 Electra,Transfer,768,49,Electra
TX493,22/03/2023,Zentia,Nicole Reynolds,Amanda Landry,221 Zentia,21 Zentia,Payment,221,21,Zentia
TX494,19/02/2023,Auric,Christopher Obrien,Anthony English,778 Auric,37 Auric,Payment,778,37,Auric
TX495,11/08/2023,Lumina,Christopher Farmer,Terry Payne,35 Lumina,13 Lumina,Transfer,35,13,Lumina
TX496,12/02/2023,Lumina,Kimberly King,Heather Carter,635 Lumina,9 Lumina,Payment,635,9,Lumina
TX497,13/02/2023,Auric,Lisa Garrett,David Estrada,1000 Auric,32 Auric,Purchase,1000,32,Auric
TX498,14/06/2023,Lumina,Brian Torres,Ronald Pearson,750 Lumina,48 Lumina,Purchase,750,48,Lumina
TX499,26/01/2023,Zentia,Julie Kemp DVM,Seth Allen,417 Zentia,10 Zentia,Purchase,417,10,Zentia
TX500,06/07/2023,Lumina,Jennifer Weiss,Ann Mcdonald,159 Lumina,39 Lumina,Purchase,159,39,Lumina
TX501,11/07/2023,Lumina,Shelley Thomas,Stacy Simpson,707 Lumina,19 Lumina,Purchase,707,19,Lumina
TX502,25/04/2023,Zentia,Tanya Lopez,Shannon Butler,615 Zentia,6 Zentia,Purchase,615,6,Zentia
TX503,04/05/2023,Zentia,Michelle Figueroa,Karen Williams,790 Zentia,2 Zentia,Transfer,790,2,Zentia
TX504,06/03/2023,Lumina,Joseph Anderson,Scott Jennings,730 Lumina,33 Lumina,Purchase,730,33,Lumina
TX505,26/06/2023,Electra,Jessica Chan,Barbara Rodriguez,416 Electra,24 Electra,Payment,416,24,Electra
TX506,23/03/2023,Electra,Jack George,Michael Stewart DVM,948 Electra,2 Electra,Purchase,948,2,Electra
TX507,16/08/2023,Auric,Christine Alvarez,Patrick Schmitt DDS,337 Auric,37 Auric,Transfer,337,37,Auric
TX508,03/02/2023,Zentia,Dustin Lewis,Joshua Bolton,783 Zentia,42 Zentia,Purchase,783,42,Zentia
TX509,09/07/2023,Lumina,Nancy Lyons,Patrick Flores,625 Lumina,16 Lumina,Transfer,625,16,Lumina
TX510,14/08/2023,Electra,Justin Guzman,Tammy Anderson,770 Electra,6 Electra,Purchase,770,6,Electra
TX511,21/08/2023,Lumina,Katherine Snyder,William Melendez,593 Lumina,33 Lumina,Transfer,593,33,Lumina
TX512,31/01/2023,Auric,Olivia Williams,Gregory Smith,112 Auric,39 Auric,Purchase,112,39,Auric
TX513,01/05/2023,Lumina,Todd Patel,Monica Osborne,885 Lumina,26 Lumina,Purchase,885,26,Lumina
TX514,11/06/2023,Electra,Anthony Clark,Michael Acosta,884 Electra,37 Electra,Payment,884,37,Electra
TX515,23/02/2023,Zentia,Roy Hancock,Norma Mitchell,226 Zentia,10 Zentia,Purchase,226,10,Zentia
TX516,10/08/2023,Zentia,Paul Diaz,David Martinez,703 Zentia,4 Zentia,Transfer,703,4,Zentia
TX517,22/07/2023,Lumina,Sophia Diaz,Tyler Rice,968 Lumina,3 Lumina,Purchase,968,3,Lumina
TX518,23/01/2023,Lumina,Stephanie Fitzgerald,Tanya Kelly,431 Lumina,19 Lumina,Transfer,431,19,Lumina
TX519,10/01/2023,Electra,Danielle Alexander,Jesse Guzman,769 Electra,21 Electra,Payment,769,21,Electra
TX520,07/06/2023,Lumina,Kayla Wilson,Shannon White,296 Lumina,17 Lumina,Payment,296,17,Lumina
TX521,14/02/2023,Lumina,Jesse Davis,Alyssa Khan,619 Lumina,45 Lumina,Transfer,619,45,Lumina
TX522,13/02/2023,Auric,John Powell,Kyle Smith,95 Auric,27 Auric,Payment,95,27,Auric
TX523,18/03/2023,Electra,Michael Wilson,Julie Howard,105 Electra,47 Electra,Purchase,105,47,Electra
TX524,20/07/2023,Lumina,Thomas Miller,Chad Bridges,203 Lumina,10 Lumina,Payment,203,10,Lumina
TX525,20/06/2023,Auric,Brandy Vaughn,Tammie Taylor,467 Auric,15 Auric,Transfer,467,15,Auric
TX526,22/07/2023,Electra,John Lewis,David Lara,211 Electra,42 Electra,Transfer,211,42,Electra
TX527,29/03/2023,Zentia,Hannah Boyer,Angela Rosales,714 Zentia,3 Zentia,Payment,714,3,Zentia
TX528,28/04/2023,Electra,Christine Hayden,Christopher Shea,67 Electra,37 Electra,Purchase,67,37,Electra
TX529,21/06/2023,Electra,Jamie Day,Frank Knight,199 Electra,1 Electra,Transfer,199,1,Electra
TX530,22/08/2023,Zentia,Joshua Crawford,Tyler Mills,585 Zentia,31 Zentia,Payment,585,31,Zentia
TX531,24/08/2023,Lumina,James Wolf,John Pruitt,386 Lumina,14 Lumina,Transfer,386,14,Lumina
TX532,28/01/2023,Lumina,Lisa Lawrence,Cameron Johnson,683 Lumina,38 Lumina,Payment,683,38,Lumina
TX533,24/06/2023,Lumina,Brian Taylor,Marissa Turner,699 Lumina,12 Lumina,Payment,699,12,Lumina
TX534,06/07/2023,Electra,Donna Morrison,Jose Hunter,557 Electra,45 Electra,Payment,557,45,Electra
TX535,10/08/2023,Auric,Brenda Young,Benjamin Kim,206 Auric,32 Auric,Transfer,206,32,Auric
TX536,23/04/2023,Lumina,Anthony Sullivan,Jeremy Maynard,271 Lumina,14 Lumina,Purchase,271,14,Lumina
TX537,07/07/2023,Electra,Elizabeth Woods,Brian Peterson,668 Electra,14 Electra,Payment,668,14,Electra
TX538,10/03/2023,Lumina,Gerald Carpenter,Jaime Taylor,400 Lumina,23 Lumina,Transfer,400,23,Lumina
TX539,30/04/2023,Zentia,Brian Leach,Carol Garrett,310 Zentia,29 Zentia,Purchase,310,29,Zentia
TX540,07/08/2023,Auric,Benjamin Armstrong,Frank Henry,451 Auric,32 Auric,Payment,451,32,Auric
TX541,22/05/2023,Electra,Sara Lynn,Blake Foster,324 Electra,23 Electra,Transfer,324,23,Electra
TX542,09/01/2023,Electra,Jimmy Hicks,Brian Roberson,69 Electra,3 Electra,Payment,69,3,Electra
TX543,01/02/2023,Electra,Dean Hurst,Justin Carr,364 Electra,46 Electra,Purchase,364,46,Electra
TX544,25/05/2023,Electra,Penny Hines,Donald Lang,719 Electra,13 Electra,Payment,719,13,Electra
TX545,08/06/2023,Auric,Elizabeth Vasquez,Juan Villanueva,448 Auric,23 Auric,Payment,448,23,Auric
TX546,20/08/2023,Zentia,George Spencer,Nicholas Gould,690 Zentia,36 Zentia,Payment,690,36,Zentia
TX547,16/05/2023,Lumina,Nathaniel Moore,Mr. Matthew Pratt MD,263 Lumina,38 Lumina,Transfer,263,38,Lumina
TX548,12/05/2023,Lumina,Nicholas Fernandez,Brian Robertson,913 Lumina,9 Lumina,Purchase,913,9,Lumina
TX549,20/08/2023,Zentia,Regina Beltran,Crystal Knapp,220 Zentia,28 Zentia,Transfer,220,28,Zentia
TX550,20/02/2023,Electra,Lindsey Martin,Troy Robinson,753 Electra,24 Electra,Purchase,753,24,Electra
TX551,26/05/2023,Lumina,Brandon Ellis,Troy Abbott,282 Lumina,11 Lumina,Payment,282,11,Lumina
TX552,21/07/2023,Lumina,Courtney Edwards,Riley Wong,228 Lumina,29 Lumina,Payment,228,29,Lumina
TX553,06/03/2023,Zentia,Antonio Gonzalez,William Meyer,283 Zentia,18 Zentia,Payment,283,18,Zentia
TX554,02/04/2023,Electra,Katherine Johnson,Raven Perry,670 Electra,21 Electra,Payment,670,21,Electra
TX555,07/04/2023,Lumina,Erik Frederick,Jesse Le,771 Lumina,12 Lumina,Purchase,771,12,Lumina
TX556,10/08/2023,Zentia,Brenda Stark,Carol Benson,837 Zentia,1 Zentia,Purchase,837,1,Zentia
TX557,12/06/2023,Auric,Jennifer Ramirez,Andrea Tate,581 Auric,4 Auric,Transfer,581,4,Auric
TX558,08/04/2023,Lumina,Nathan Bowen,Daniel Mills,304 Lumina,4 Lumina,Payment,304,4,Lumina
TX559,23/02/2023,Electra,John Hall,Joshua Bentley,898 Electra,36 Electra,Payment,898,36,Electra
TX560,27/04/2023,Lumina,Connie Alexander,Lauren Williams,233 Lumina,46 Lumina,Payment,233,46,Lumina
TX561,18/07/2023,Zentia,Tammy Rodriguez,Kenneth Gross,763 Zentia,3 Zentia,Payment,763,3,Zentia
TX562,06/02/2023,Lumina,Danielle Kane,James Hernandez,170 Lumina,39 Lumina,Transfer,170,39,Lumina
TX563,06/07/2023,Auric,Sarah Mason,James Herrera,837 Auric,20 Auric,Purchase,837,20,Auric
TX564,03/01/2023,Lumina,Robert Boyer,Daniel Tran,924 Lumina,41 Lumina,Purchase,924,41,Lumina
TX565,15/06/2023,Zentia,Stephanie Price,Jennifer Mclean,179 Zentia,43 Zentia,Transfer,179,43,Zentia
TX566,21/04/2023,Lumina,Kayla Gamble,Emma Lee,845 Lumina,11 Lumina,Transfer,845,11,Lumina
TX567,29/03/2023,Electra,Vincent Gray,Corey Strong,33 Electra,4 Electra,Payment,33,4,Electra
TX568,28/02/2023,Auric,John Lopez,Joseph Lee,377 Auric,3 Auric,Transfer,377,3,Auric
TX569,25/06/2023,Electra,Trevor Wright,Shane Harper,959 Electra,41 Electra,Transfer,959,41,Electra
TX570,17/08/2023,Lumina,Roy Berry,Sara Aguilar,55 Lumina,20 Lumina,Purchase,55,20,Lumina
TX571,16/04/2023,Lumina,Courtney Gilbert,Amanda Black,891 Lumina,50 Lumina,Transfer,891,50,Lumina
TX572,23/03/2023,Lumina,Alexander Schwartz,Brian Meadows,342 Lumina,17 Lumina,Payment,342,17,Lumina
TX573,30/05/2023,Auric,Alisha Dunn,Melanie Bailey,39 Auric,5 Auric,Purchase,39,5,Auric
TX574,26/07/2023,Zentia,Robert Henry,Veronica Dorsey,983 Zentia,24 Zentia,Purchase,983,24,Zentia
TX575,20/06/2023,Electra,Chad Williams,Alexander Rice,925 Electra,2 Electra,Payment,925,2,Electra
TX576,14/06/2023,Electra,Eugene Rodriguez,Charles Novak,486 Electra,42 Electra,Transfer,486,42,Electra
TX577,23/01/2023,Electra,Melvin Bailey,Shawn Haley,785 Electra,18 Electra,Payment,785,18,Electra
TX578,10/07/2023,Lumina,Eric Mcmillan,Adrienne Hernandez,741 Lumina,16 Lumina,Payment,741,16,Lumina
TX579,03/01/2023,Zentia,Linda Freeman,Jason Keller,841 Zentia,21 Zentia,Payment,841,21,Zentia
TX580,11/08/2023,Lumina,Beth Hobbs,Wendy Schmidt,876 Lumina,37 Lumina,Payment,876,37,Lumina
TX581,11/01/2023,Electra,Mary Morrison,Elizabeth Flowers,346 Electra,34 Electra,Payment,346,34,Electra
TX582,27/01/2023,Lumina,Rebecca Phelps,Jason Garcia Jr.,417 Lumina,10 Lumina,Transfer,417,10,Lumina
TX583,13/06/2023,Electra,Matthew Cardenas,Jamie Williams,190 Electra,36 Electra,Payment,190,36,Electra
TX584,06/05/2023,Zentia,Meredith Vincent,Henry Morgan,667 Zentia,18 Zentia,Purchase,667,18,Zentia
TX585,18/02/2023,Lumina,Troy Holmes,Karen Lawrence,888 Lumina,1 Lumina,Transfer,888,1,Lumina
TX586,19/04/2023,Electra,Donna Carrillo,Donna Guerrero,857 Electra,4 Electra,Transfer,857,4,Electra
TX587,19/02/2023,Electra,Gary Johnson,Brian Lester,165 Electra,48 Electra,Payment,165,48,Electra
TX588,31/07/2023,Electra,Michael Clark,Benjamin Calderon,744 Electra,42 Electra,Transfer,744,42,Electra
TX589,14/02/2023,Zentia,Jack Daniel,Kaitlyn Flores,230 Zentia,2 Zentia,Payment,230,2,Zentia
TX590,16/01/2023,Electra,Dr. Charles Palmer,Kelly Wilson,497 Electra,41 Electra,Transfer,497,41,Electra
TX591,24/08/2023,Zentia,Scott Preston,Joshua Brown,981 Zentia,31 Zentia,Transfer,981,31,Zentia
TX592,04/05/2023,Lumina,Joseph Sutton,Susan Webb,96 Lumina,17 Lumina,Payment,96,17,Lumina
TX593,07/05/2023,Lumina,Anthony Williamson,Michael Lewis,584 Lumina,42 Lumina,Transfer,584,42,Lumina
TX594,05/01/2023,Auric,Anthony James,Natasha Lawson,977 Auric,8 Auric,Transfer,977,8,Auric
TX595,23/01/2023,Lumina,Jason Ortiz,Jeremy Torres,523 Lumina,10 Lumina,Purchase,523,10,Lumina
TX596,27/02/2023,Zentia,Robert Miller,Billy Jenkins,293 Zentia,29 Zentia,Payment,293,29,Zentia
TX597,06/08/2023,Zentia,Mary Tran,Alex Thompson,566 Zentia,6 Zentia,Payment,566,6,Zentia
TX598,17/02/2023,Zentia,Scott Martinez,Amanda Rodriguez,818 Zentia,12 Zentia,Transfer,818,12,Zentia
TX599,23/02/2023,Zentia,Shannon Mendez,Brian Gonzales,359 Zentia,27 Zentia,Purchase,359,27,Zentia
TX600,24/02/2023,Zentia,Miss Deborah Lozano MD,Nichole Hester,189 Zentia,48 Zentia,Payment,189,48,Zentia
TX601,25/08/2023,Auric,Brian Gonzalez,Travis Matthews,856 Auric,32 Auric,Purchase,856,32,Auric
TX602,30/07/2023,Lumina,Kenneth Bell,Tammy Taylor,823 Lumina,2 Lumina,Payment,823,2,Lumina
TX603,04/01/2023,Zentia,Dawn Rivera,Catherine Bradford,348 Zentia,1 Zentia,Payment,348,1,Zentia
TX604,20/08/2023,Lumina,Danielle Harrison,Stephen Hernandez,731 Lumina,39 Lumina,Payment,731,39,Lumina
TX605,30/01/2023,Electra,Samuel James,Theresa Brown,740 Electra,44 Electra,Payment,740,44,Electra
TX606,13/03/2023,Lumina,Erica Butler,Megan Park,600 Lumina,4 Lumina,Transfer,600,4,Lumina
TX607,22/03/2023,Auric,Sarah Rubio,Julia Maddox,277 Auric,17 Auric,Purchase,277,17,Auric
TX608,28/07/2023,Zentia,Victor Tran,Joshua Rubio,829 Zentia,37 Zentia,Transfer,829,37,Zentia
TX609,31/01/2023,Auric,Trevor Church,Patricia Peck,102 Auric,20 Auric,Purchase,102,20,Auric
TX610,14/05/2023,Lumina,Robert Frey,Robert Watkins,354 Lumina,21 Lumina,Purchase,354,21,Lumina
TX611,06/06/2023,Lumina,Jeffrey Molina,Victoria Baker,662 Lumina,19 Lumina,Payment,662,19,Lumina
TX612,27/07/2023,Zentia,Kim Wilkinson,Alejandra White,795 Zentia,22 Zentia,Transfer,795,22,Zentia
TX613,23/05/2023,Zentia,Daniel Campbell,Ronald Byrd,439 Zentia,22 Zentia,Purchase,439,22,Zentia
TX614,13/02/2023,Lumina,Stephanie Welch,Sarah Houston,378 Lumina,45 Lumina,Transfer,378,45,Lumina
TX615,26/06/2023,Auric,Dwayne Adams,Scott Harper,764 Auric,13 Auric,Purchase,764,13,Auric
TX616,28/01/2023,Lumina,Maria Rice,Mrs. Yolanda Fowler PhD,763 Lumina,30 Lumina,Transfer,763,30,Lumina
TX617,13/06/2023,Auric,Samuel Bean,Erin Harris,513 Auric,17 Auric,Purchase,513,17,Auric
TX618,22/03/2023,Zentia,Rose Bailey,Jonathan Taylor,19 Zentia,8 Zentia,Transfer,19,8,Zentia
TX619,09/04/2023,Electra,Logan Matthews,Taylor Baker,130 Electra,37 Electra,Transfer,130,37,Electra
TX620,19/05/2023,Auric,Deborah Adkins,Crystal Lane,487 Auric,20 Auric,Transfer,487,20,Auric
TX621,03/05/2023,Electra,Tiffany Washington,Lydia Brown,139 Electra,43 Electra,Transfer,139,43,Electra
TX622,25/07/2023,Zentia,Amy Peterson,Mary Paul,973 Zentia,38 Zentia,Payment,973,38,Zentia
TX623,02/01/2023,Zentia,Eric Munoz,Natasha Wilson,938 Zentia,27 Zentia,Payment,938,27,Zentia
TX624,21/01/2023,Zentia,Susan Bowman,Lisa Montoya,234 Zentia,11 Zentia,Payment,234,11,Zentia
TX625,12/03/2023,Lumina,John Thomas,Karen Shepherd,309 Lumina,27 Lumina,Payment,309,27,Lumina
TX626,05/01/2023,Electra,Jim Owen,Dr. Joseph Ali,919 Electra,23 Electra,Transfer,919,23,Electra
TX627,11/02/2023,Lumina,Lauren Mendoza,Courtney Livingston,519 Lumina,34 Lumina,Purchase,519,34,Lumina
TX628,18/02/2023,Electra,Laura Allison,Billy Davis,685 Electra,43 Electra,Purchase,685,43,Electra
TX629,28/02/2023,Lumina,Julie Craig,Timothy Lee,184 Lumina,29 Lumina,Transfer,184,29,Lumina
TX630,20/02/2023,Electra,Patricia Evans,Lisa Smith,73 Electra,49 Electra,Payment,73,49,Electra
TX631,04/08/2023,Lumina,John Perry,Louis Quinn,737 Lumina,11 Lumina,Transfer,737,11,Lumina
TX632,04/01/2023,Electra,Joshua Jennings,Mary Peterson,730 Electra,23 Electra,Transfer,730,23,Electra
TX633,24/05/2023,Electra,Martin Steele,Gary Pham,708 Electra,15 Electra,Payment,708,15,Electra
TX634,20/07/2023,Lumina,Erika Johnson,Sandra Rogers,860 Lumina,3 Lumina,Payment,860,3,Lumina
TX635,31/05/2023,Auric,Jennifer Hill,Adrian Torres,392 Auric,39 Auric,Purchase,392,39,Auric
TX636,03/07/2023,Auric,Shelby Lopez,Carla Patel,32 Auric,15 Auric,Purchase,32,15,Auric
TX637,27/02/2023,Auric,Heather Kim,Carla Mendez,579 Auric,7 Auric,Purchase,579,7,Auric
TX638,14/05/2023,Zentia,Jennifer Garcia,Erica Wilson,850 Zentia,17 Zentia,Payment,850,17,Zentia
TX639,14/08/2023,Zentia,Amanda Miller,Hannah Harrington,741 Zentia,43 Zentia,Payment,741,43,Zentia
TX640,04/01/2023,Electra,Tamara Ortiz,Scott Simpson,966 Electra,3 Electra,Transfer,966,3,Electra
TX641,26/04/2023,Lumina,Andrew Dalton,Victoria Miller,373 Lumina,9 Lumina,Payment,373,9,Lumina
TX642,24/07/2023,Auric,Jamie Moon,Scott Green,204 Auric,28 Auric,Payment,204,28,Auric
TX643,19/01/2023,Zentia,Courtney Salazar,Derek Stone,543 Zentia,19 Zentia,Purchase,543,19,Zentia
TX644,30/01/2023,Lumina,Leslie Mcdonald,Nicole Weeks,294 Lumina,39 Lumina,Purchase,294,39,Lumina
TX645,27/05/2023,Auric,Lisa Stevenson,Anthony Howard,535 Auric,6 Auric,Transfer,535,6,Auric
TX646,27/08/2023,Lumina,Ryan Yang,Nicholas Gomez,676 Lumina,4 Lumina,Transfer,676,4,Lumina
TX647,18/06/2023,Auric,Shannon Bentley,Raymond Thomas,974 Auric,24 Auric,Transfer,974,24,Auric
TX648,21/08/2023,Electra,Daniel Lindsey,Shannon Richardson,687 Electra,20 Electra,Transfer,687,20,Electra
TX649,25/03/2023,Zentia,Christopher Adams,Kristine Boyd,213 Zentia,15 Zentia,Transfer,213,15,Zentia
TX650,08/03/2023,Electra,Bethany Copeland,Paige White,469 Electra,4 Electra,Purchase,469,4,Electra
TX651,24/01/2023,Lumina,Matthew Price,Erin Gomez,32 Lumina,42 Lumina,Payment,32,42,Lumina
TX652,10/08/2023,Electra,Tiffany Moore,Katherine Ellis,731 Electra,15 Electra,Payment,731,15,Electra
TX653,11/01/2023,Electra,Margaret Gonzales,Joanne Aguilar,641 Electra,34 Electra,Payment,641,34,Electra
TX654,22/01/2023,Lumina,Dawn Fitzpatrick,Heather Hopkins,667 Lumina,10 Lumina,Purchase,667,10,Lumina
TX655,26/04/2023,Lumina,Hunter Grimes,Ryan Schroeder,472 Lumina,16 Lumina,Transfer,472,16,Lumina
TX656,22/04/2023,Electra,Wesley Adkins,Stephanie Miller,304 Electra,13 Electra,Payment,304,13,Electra
TX657,27/02/2023,Zentia,Hannah Gibson,Theodore Neal,347 Zentia,12 Zentia,Purchase,347,12,Zentia
TX658,24/06/2023,Auric,Norman Baker Jr.,Dylan Harding,102 Auric,43 Auric,Payment,102,43,Auric
TX659,23/04/2023,Auric,Jessica Phillips,Shelly Perez,6 Auric,13 Auric,Transfer,6,13,Auric
TX660,25/07/2023,Auric,David Turner,Jacob Morris,55 Auric,20 Auric,Purchase,55,20,Auric
TX661,21/08/2023,Lumina,Michael Ross,Zachary Savage,382 Lumina,32 Lumina,Transfer,382,32,Lumina
TX662,02/03/2023,Lumina,Jessica Johnston,Jessica Patrick,380 Lumina,2 Lumina,Purchase,380,2,Lumina
TX663,29/05/2023,Lumina,Francisco Elliott,Scott Ortiz,466 Lumina,23 Lumina,Transfer,466,23,Lumina
TX664,19/07/2023,Zentia,Melissa Hayes,Joseph Wilson,233 Zentia,43 Zentia,Purchase,233,43,Zentia
TX665,29/05/2023,Auric,Jeffrey Brown,Heather Ortega,283 Auric,35 Auric,Purchase,283,35,Auric
TX666,03/03/2023,Electra,Debbie Johnson DVM,Felicia Phillips,363 Electra,24 Electra,Purchase,363,24,Electra
TX667,12/06/2023,Electra,Laura Rodriguez,Michael Gonzalez,785 Electra,34 Electra,Purchase,785,34,Electra
TX668,18/03/2023,Zentia,James Weiss,Louis Burns,676 Zentia,2 Zentia,Transfer,676,2,Zentia
TX669,02/01/2023,Electra,Melanie Ochoa,Nicole Allen,235 Electra,37 Electra,Purchase,235,37,Electra
TX670,24/03/2023,Lumina,Kimberly Johnson,Katherine Duran,983 Lumina,26 Lumina,Transfer,983,26,Lumina
TX671,24/01/2023,Electra,James Kirby,Timothy Doyle,467 Electra,34 Electra,Purchase,467,34,Electra
TX672,09/02/2023,Electra,Jessica Hughes,Ashley Crawford,513 Electra,20 Electra,Payment,513,20,Electra
TX673,10/03/2023,Electra,Christian Rogers,Bonnie Mcdonald,588 Electra,10 Electra,Purchase,588,10,Electra
TX674,14/08/2023,Zentia,Kelly Johnson,Danielle Stewart,374 Zentia,16 Zentia,Payment,374,16,Zentia
TX675,25/06/2023,Zentia,Carolyn Lopez,Tristan Allen,907 Zentia,38 Zentia,Transfer,907,38,Zentia
TX676,18/08/2023,Auric,Danny Payne,David Jarvis,403 Auric,28 Auric,Payment,403,28,Auric
TX677,27/01/2023,Auric,Christopher Young,Casey Ali,71 Auric,25 Auric,Transfer,71,25,Auric
TX678,22/04/2023,Lumina,Danielle Marshall,Adam Hart,220 Lumina,15 Lumina,Purchase,220,15,Lumina
TX679,16/08/2023,Electra,Sara Maynard,James Cole,258 Electra,10 Electra,Transfer,258,10,Electra
TX680,14/06/2023,Lumina,Ashley Kidd,Valerie Gates,771 Lumina,9 Lumina,Purchase,771,9,Lumina
TX681,10/04/2023,Auric,Andrea Taylor,Edward Reynolds,99 Auric,6 Auric,Purchase,99,6,Auric
TX682,17/04/2023,Auric,Sarah Fleming,Lauren Pena,378 Auric,9 Auric,Payment,378,9,Auric
TX683,09/05/2023,Auric,John Burns,Susan Duncan,745 Auric,25 Auric,Transfer,745,25,Auric
TX684,03/05/2023,Zentia,Anna Lozano,Derek Galloway,397 Zentia,35 Zentia,Purchase,397,35,Zentia
TX685,01/03/2023,Electra,Elizabeth Hutchinson,Katelyn Snyder,724 Electra,2 Electra,Purchase,724,2,Electra
TX686,11/01/2023,Lumina,Jennifer Gonzalez,Daryl Ross,617 Lumina,28 Lumina,Purchase,617,28,Lumina
TX687,20/01/2023,Lumina,Rachael Weeks,Ashley Johnson,991 Lumina,25 Lumina,Payment,991,25,Lumina
TX688,09/03/2023,Zentia,Molly Hess,Benjamin Dean,178 Zentia,13 Zentia,Payment,178,13,Zentia
TX689,21/08/2023,Electra,Gabrielle Hall,William Burgess,707 Electra,18 Electra,Transfer,707,18,Electra
TX690,22/07/2023,Electra,Sarah Thomas,Shannon Perez,435 Electra,41 Electra,Purchase,435,41,Electra
TX691,16/03/2023,Auric,Marc Figueroa,Lori Tate,137 Auric,39 Auric,Transfer,137,39,Auric
TX692,02/06/2023,Zentia,Jill Cox,Mary Boyer,706 Zentia,24 Zentia,Payment,706,24,Zentia
TX693,14/01/2023,Lumina,Jasmine Little,Eric Phillips,174 Lumina,10 Lumina,Payment,174,10,Lumina
TX694,19/01/2023,Auric,Jonathan Mayo,Donna Garcia,909 Auric,11 Auric,Payment,909,11,Auric
TX695,28/03/2023,Auric,Jaime Harrington,Ruth Taylor,726 Auric,42 Auric,Payment,726,42,Auric
TX696,30/05/2023,Zentia,Brian George,Nicholas Phillips,808 Zentia,26 Zentia,Purchase,808,26,Zentia
TX697,21/01/2023,Electra,Eric Hartman,Johnny Hernandez,209 Electra,40 Electra,Transfer,209,40,Electra
TX698,02/07/2023,Lumina,Lauren Hunter,Douglas Ortiz,578 Lumina,4 Lumina,Transfer,578,4,Lumina
TX699,02/07/2023,Zentia,Matthew Walker,Joseph Campbell,953 Zentia,27 Zentia,Purchase,953,27,Zentia
TX700,01/01/2023,Lumina,Cameron Hunter,Kevin Ross,766 Lumina,12 Lumina,Purchase,766,12,Lumina
TX701,16/06/2023,Lumina,Keith Weber,Sandra Rodriguez,186 Lumina,2 Lumina,Payment,186,2,Lumina
TX702,15/03/2023,Auric,Brian Rodriguez,Jeffery Walter,78 Auric,28 Auric,Transfer,78,28,Auric
TX703,13/04/2023,Lumina,Robert Winters,Katherine Jennings,351 Lumina,27 Lumina,Payment,351,27,Lumina
TX704,17/04/2023,Electra,Eric Higgins,Stephen Flores,898 Electra,48 Electra,Transfer,898,48,Electra
TX705,30/03/2023,Zentia,Lisa Martinez,Gwendolyn Larson,942 Zentia,20 Zentia,Payment,942,20,Zentia
TX706,11/04/2023,Lumina,Jacqueline Carson,Holly Williams,696 Lumina,8 Lumina,Payment,696,8,Lumina
TX707,29/04/2023,Auric,Angelica Cox,Cameron Turner,41 Auric,36 Auric,Transfer,41,36,Auric
TX708,15/01/2023,Zentia,Daniel Cruz,Andrea Sullivan,663 Zentia,38 Zentia,Transfer,663,38,Zentia
TX709,28/06/2023,Auric,Robert Campbell,Jason Kramer Jr.,358 Auric,14 Auric,Payment,358,14,Auric
TX710,09/02/2023,Auric,Renee Martinez,Cheyenne Jennings,790 Auric,31 Auric,Payment,790,31,Auric
TX711,16/05/2023,Electra,Matthew Nelson,Selena Curtis,465 Electra,33 Electra,Transfer,465,33,Electra
